,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5),d(E1)/d(Out_h2),d(E1)/a(Out_o1)*d(Out_o1)/d(o1)*d(o1)/d(Out_h2),,,,,we will not do d(o1)/d(w6) and d(w6)/d(Out_h2). Rather we are directly doing d(o1)/d(Out_h2),,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,out_o1-t1,out_o1*(1-out_o1),w6,,,,,,,,,,,,,,,,,,,,,,
,,,,,,a,b,c,,,,,,,,,,,,,,,,,,,,,,
,,,,compilation,d(E1)/d(Out_h2),(out_o1-t1)*out_o1*(1-out_o1)*w6,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,6),d(E1)/d(Out_h1),(out_o1-t1)*out_o1*(1-out_o1)*w5,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,7) ,d(E2)/d(Out_h1),(out_o2-t2)*out_o2*(1-out_o2)*w7,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,8),d(E_Total)/d(Out_h1),d(E1)/d(Out_h1) + d(E2)/d(Out_h1),,combination of 7th and 8th functions,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9),d(E_total)/d(w1),,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Short way,,d(E_Total)/d(Out_h1)*d(Out_h1)/d(h1)*d(h1)/d(w1),,,combination of 9th function and d(Out_h1)/d(h1)*d(h1)/d(w1),,,,,,,,,,,,,,,,,,,,,
,,,,,,((out_o1-t1)*out_o1*(1-out_o1)*w5+(out_o2-t2)*out_o2*(1-out_o2)*w7)*out_h1(1-out_h1)*i1,,,,,,0.000188,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Detailed way,1st route,d(E1)/d(Out_o1)*d(Out_o1)/d(o1)*d(o1)/d(Out_h1)*d(Out_h1)/d(h1)*d(h1)/d(w1),,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,d,d(Out_h1)/d(h1),d(sigmoid(h1)/d(h1),sigmoid(h1)(1-sigmoid(h1),Out_h1(1-Out_h1),,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,out_o1-t1,out_o1*(1-out_o1),w5,Out_h1(1-Out_h1),i1,,,,,,,,,,,,,,,,,,,,,
,,,,,a,b,c,d,e,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Compilation,1st route,(out_o1-t1)*out_o1*(1-out_o1)*w5*Out_h1(1-Out_h1)*i1,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2nd route,(out_o2-t2)*out_o2*(1-out_o2)*w7*Out_h1(1-Out_h1)*i1,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,10) ,d(E1)/d(h2),d(E1)/d(Out_o1)*d(Out_o1)/d(o1)*d(o1)/d(Out_h2)*d(Out_h2)/d(h2),,,,(out_o1-t1)*out_o1*(1-out_o1)*w6*(Out_h2(1-Out_h2)),,,,,,,,,,,,,,,,,,,,
,,,,11),d(E2)/d(h2),d(E2)/d(Out_o2)*d(Out_o2)/d(o2)*d(o2)/d(Out_h2)*d(Out_h2)/d(h2),,,,(out_o2-t2)*out_o2*(1-out_o2)*w8*(Out_h2(1-Out_h2)),,,,,,,,,,,,,,,,,,,,
,,,,12),d(E_Total)/d(w4),(d(E1)/d(h2)+d(E2)/d(h2))*d(h2)/d(w4),,,,((out_o1-t1)*out_o1*(1-out_o1)*w6)+((out_o2-t2)*out_o2*(1-out_o2)*w8))*Out_h2(1-Out_h2)*i2,,,,,,,,,,,,,,,,,,,,
,,,,13),d(E_Total)/d(w3),(d(E1)/d(h2)+d(E2)/d(h2))*d(h2)/d(w3),,,,((out_o1-t1)*out_o1*(1-out_o1)*w6)+((out_o2-t2)*out_o2*(1-out_o2)*w8))*Out_h2(1-Out_h2)*i1,,,,,,,,,,,,,,,,,,,,
,,,,14),d(E_Total)/d(w2),d(E_Total)/d(Out_h1)*d(Out_h1)/d(h1)*d(h1)/d(w2),,,,((out_o1-t1)*out_o1*(1-out_o1)*w5+(out_o2-t2)*out_o2*(1-out_o2)*w7)*out_h1(1-out_h1)*i2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,learning rate(theta),2,,,,,,,,,,,,,,,,,,,,,,,,,
t1,t2,i1,i2,w1,w2,w3,w4,w5,w6,w7,w8,h1,out_h1,h2,out_h2,o1,out_o1,o2,out_o2,E1,E2,E Total,Edw1,Edw2,Edw3,Edw4,Edw5,Edw6,Edw7,Edw8
0.01,0.99,0.05,0.1,0.15,0.2,0.25,0.3,0.4,0.45,0.5,0.55,0.0275,0.50687,0.0425,0.51062,0.43253,0.60648,0.53428,0.63048,0.17789,0.06463,0.24252,0.00019,0.000377,0.000225,0.0004496,0.0721571,0.0726907,-0.0424553,-0.0427692
0.01,0.99,0.05,0.1,0.149623,0.199247,0.249550,0.299101,0.255686,0.304619,0.584911,0.635538,0.02740587217,0.50685,0.04238759327,0.51060,0.28513,0.57080,0.62097,0.65044,0.15725,0.05765,0.21490,-0.00013,-0.000251,-0.000090,-0.0001803,0.0696360,0.0701505,-0.0391318,-0.0394208
0.01,0.99,0.05,0.1,0.149874,0.199748,0.249731,0.299461,0.116414,0.164318,0.663174,0.714380,0.02746854681,0.50687,0.04243267151,0.51061,0.14291,0.53567,0.70091,0.66839,0.13816,0.05172,0.18988,-0.00040,-0.000801,-0.000368,-0.0007357,0.0662717,0.0667607,-0.0361312,-0.0363978
0.01,0.99,0.05,0.1,0.150675,0.201351,0.250466,0.300933,-0.016130,0.030796,0.735436,0.787176,0.02766883719,0.50692,0.04261658457,0.51065,0.00755,0.50189,0.77478,0.68455,0.12098,0.04665,0.16763,-0.00063,-0.001262,-0.000601,-0.0012028,0.0623356,0.0627950,-0.0334353,-0.0336817
0.01,0.99,0.05,0.1,0.151937,0.203875,0.251669,0.303338,-0.140801,-0.094794,0.802307,0.854539,0.02798434831,0.50700,0.04291728297,0.51073,-0.11980,0.47009,0.84320,0.69914,0.10584,0.04230,0.14814,-0.00082,-0.001630,-0.000789,-0.0015779,0.0581067,0.0585344,-0.0310183,-0.0312467
0.01,0.99,0.05,0.1,0.153568,0.207135,0.253247,0.306494,-0.257014,-0.211863,0.864344,0.917032,0.02839191117,0.50710,0.04331176105,0.51083,-0.23856,0.44064,0.90675,0.71233,0.09273,0.03855,0.13128,-0.00096,-0.001911,-0.000933,-0.0018657,0.0538250,0.0542208,-0.0288526,-0.0290647
0.01,0.99,0.05,0.1,0.155479,0.210957,0.255113,0.310226,-0.364664,-0.320304,0.922049,0.975162,0.02886968542,0.50722,0.04377819607,0.51094,-0.34862,0.41372,0.96593,0.72431,0.08149,0.03530,0.11679,-0.00106,-0.002115,-0.001038,-0.0020766,0.0496685,0.0500334,-0.0269104,-0.0271081
0.01,0.99,0.05,0.1,0.157594,0.215188,0.257189,0.314379,-0.464001,-0.420371,0.975870,1.029378,0.02939850396,0.50735,0.04429733866,0.51107,-0.45025,0.38930,1.02119,0.73520,0.07193,0.03246,0.10439,-0.00113,-0.002256,-0.001112,-0.0022231,0.0457513,0.0460871,-0.0251661,-0.0253508
0.01,0.99,0.05,0.1,0.159850,0.219699,0.259412,0.318825,-0.555504,-0.512545,1.026202,1.080080,0.02996243554,0.50749,0.04485311768,0.51121,-0.54393,0.36727,1.07294,0.74515,0.06382,0.02997,0.09380,-0.00117,-0.002345,-0.001159,-0.0023182,0.0421341,0.0424431,-0.0235962,-0.0237692
0.01,0.99,0.05,0.1,0.162195,0.224390,0.261731,0.323461,-0.639772,-0.597431,1.073394,1.127618,0.03054877004,0.50764,0.04543265764,0.51136,-0.63027,0.34745,1.12151,0.75427,0.05694,0.02778,0.08472,-0.00120,-0.002396,-0.001187,-0.0023732,0.0388389,0.0391234,-0.0221798,-0.0223423
0.01,0.99,0.05,0.1,0.164591,0.229181,0.264104,0.328208,-0.717450,-0.675678,1.117754,1.172303,0.03114767688,0.50779,0.04602595864,0.51150,-0.70992,0.32962,1.16722,0.76264,0.05108,0.02585,0.07692,-0.00121,-0.002416,-0.001199,-0.0023979,0.0358625,0.0361251,-0.0208986,-0.0210516
0.01,0.99,0.05,0.1,0.167007,0.234014,0.266502,0.333004,-0.789175,-0.747928,1.159551,1.214406,0.03175173397,0.50794,0.04662543778,0.51165,-0.78353,0.31356,1.21034,0.77036,0.04607,0.02412,0.07020,-0.00121,-0.002415,-0.001200,-0.0024001,0.0331876,0.0334305,-0.0197364,-0.0198809
0.01,0.99,0.05,0.1,0.169422,0.238844,0.268902,0.337804,-0.855550,-0.814789,1.199024,1.254168,0.03235544853,0.50809,0.04722545637,0.51180,-0.85171,0.29907,1.25110,0.77749,0.04178,0.02258,0.06436,-0.00120,-0.002398,-0.001193,-0.0023858,0.0307894,0.0310146,-0.0186794,-0.0188160
0.01,0.99,0.05,0.1,0.171819,0.243639,0.271288,0.342575,-0.917129,-0.876818,1.236383,1.291800,0.03295482971,0.50824,0.04782189477,0.51195,-0.91501,0.28598,1.28972,0.78410,0.03808,0.02120,0.05928,-0.00118,-0.002369,-0.001180,-0.0023596,0.0286405,0.0288498,-0.0177154,-0.0178449
0.01,0.99,0.05,0.1,0.174188,0.248376,0.273647,0.347294,-0.974410,-0.934518,1.271813,1.327489,0.03354703369,0.50839,0.04841179751,0.51210,-0.97394,0.27410,1.32638,0.79024,0.03487,0.01995,0.05482,-0.00117,-0.002332,-0.001163,-0.0023252,0.0267138,0.0269090,-0.0168337,-0.0169567
0.01,0.99,0.05,0.1,0.176520,0.253041,0.275972,0.351945,-1.027837,-0.988336,1.305481,1.361403,0.03413008127,0.50853,0.04899308967,0.51225,-1.02896,0.26329,1.36125,0.79596,0.03208,0.01883,0.05090,-0.00115,-0.002290,-0.001143,-0.0022851,0.0249837,0.0251661,-0.0160252,-0.0161423
0.01,0.99,0.05,0.1,0.178811,0.257621,0.278257,0.356515,-1.077805,-1.038668,1.337531,1.393687,0.034702639,0.50867,0.04956435627,0.51239,-1.08045,0.25342,1.39448,0.80131,0.02963,0.01780,0.04743,-0.00112,-0.002245,-0.001121,-0.0022413,0.0234269,0.0235979,-0.0152820,-0.0153936
0.01,0.99,0.05,0.1,0.181055,0.262111,0.280499,0.360997,-1.124658,-1.085864,1.368095,1.424474,0.03526385237,0.50882,0.05012467365,0.51253,-1.12878,0.24439,1.42619,0.80631,0.02747,0.01687,0.04434,-0.00110,-0.002197,-0.001098,-0.0021952,0.0220226,0.0221834,-0.0145971,-0.0147036
0.01,0.99,0.05,0.1,0.183253,0.266506,0.282694,0.365388,-1.168704,-1.130231,1.397289,1.453882,0.03581321992,0.50895,0.05067348177,0.51267,-1.17424,0.23609,1.45651,0.81100,0.02556,0.01602,0.04158,-0.00107,-0.002149,-0.001074,-0.0021480,0.0207527,0.0209041,-0.0139643,-0.0140662
0.01,0.99,0.05,0.1,0.185402,0.270804,0.284842,0.369684,-1.210209,-1.172039,1.425218,1.482014,0.03635049887,0.50909,0.05121048827,0.51280,-1.21712,0.22844,1.48554,0.81541,0.02386,0.01524,0.03910,-0.00105,-0.002101,-0.001050,-0.0021004,0.0196009,0.0197439,-0.0133785,-0.0134761
0.01,0.99,0.05,0.1,0.187503,0.275005,0.286942,0.373885,-1.249411,-1.211527,1.451975,1.508966,0.03687563457,0.50922,0.05173559649,0.51293,-1.25765,0.22138,1.51337,0.81956,0.02234,0.01452,0.03687,-0.00103,-0.002052,-0.001027,-0.0020530,0.0185535,0.0186888,-0.0128348,-0.0129284
0.01,0.99,0.05,0.1,0.189555,0.279110,0.288995,0.377991,-1.286518,-1.248904,1.477645,1.534823,0.03738870793,0.50935,0.05224885169,0.51306,-1.29604,0.21483,1.54009,0.82348,0.02098,0.01386,0.03484,-0.00100,-0.002005,-0.001003,-0.0020062,0.0175983,0.0177266,-0.0123293,-0.0124192
0.01,0.99,0.05,0.1,0.191560,0.283119,0.291002,0.382003,-1.321714,-1.284357,1.502303,1.559661,0.03788989624,0.50947,0.05275040088,0.51318,-1.33249,0.20875,1.56577,0.82718,0.01975,0.01326,0.03301,-0.00098,-0.001958,-0.000980,-0.0019602,0.0167248,0.0168467,-0.0118582,-0.0119447
0.01,0.99,0.05,0.1,0.193518,0.287036,0.292962,0.385924,-1.355164,-1.318051,1.526020,1.583551,0.03837944402,0.50959,0.05324046279,0.51331,-1.36715,0.20308,1.59050,0.83069,0.01864,0.01269,0.03133,-0.00096,-0.001913,-0.000958,-0.0019154,0.0159238,0.0160399,-0.0114185,-0.0115017
0.01,0.99,0.05,0.1,0.195431,0.290861,0.294877,0.389754,-1.387012,-1.350130,1.548857,1.606554,0.03885764136,0.50971,0.05371930548,0.51343,-1.40017,0.19779,1.61432,0.83401,0.01763,0.01217,0.02980,-0.00093,-0.001869,-0.000936,-0.0018717,0.0151875,0.0152982,-0.0110071,-0.0110873
0.01,0.99,0.05,0.1,0.197299,0.294598,0.296749,0.393498,-1.417387,-1.380727,1.570871,1.628729,0.03932480781,0.50983,0.05418722968,0.51354,-1.43169,0.19284,1.63730,0.83717,0.01671,0.01168,0.02839,-0.00091,-0.001826,-0.000915,-0.0018293,0.0145089,0.0146146,-0.0106217,-0.0106991
0.01,0.99,0.05,0.1,0.199125,0.298250,0.298578,0.397156,-1.446404,-1.409956,1.592114,1.650127,0.03978128051,0.50994,0.0546445564,0.51366,-1.46182,0.18819,1.65949,0.84017,0.01588,0.01122,0.02710,-0.00089,-0.001784,-0.000894,-0.0017882,0.0138820,0.0139831,-0.0102600,-0.0103348
0.01,0.99,0.05,0.1,0.200910,0.301819,0.300366,0.400733,-1.474168,-1.437922,1.612634,1.670797,0.04022740543,0.51006,0.05509161769,0.51377,-1.49067,0.18382,1.68094,0.84303,0.01511,0.01080,0.02591,-0.00087,-0.001745,-0.000874,-0.0017485,0.0133015,0.0133984,-0.0099200,-0.0099923
0.01,0.99,0.05,0.1,0.202654,0.305308,0.302115,0.404230,-1.500772,-1.464719,1.632475,1.690781,0.04066353087,0.51016,0.05552874995,0.51388,-1.51833,0.17971,1.70169,0.84575,0.01440,0.01040,0.02480,-0.00085,-0.001706,-0.000855,-0.0017102,0.0127629,0.0128558,-0.0095999,-0.0096698
0.01,0.99,0.05,0.1,0.204360,0.308720,0.303825,0.407650,-1.526297,-1.490431,1.651674,1.710121,0.04109000289,0.51027,0.05595628888,0.51399,-1.54488,0.17583,1.72178,0.84836,0.01375,0.01003,0.02378,-0.00083,-0.001669,-0.000837,-0.0016731,0.0122619,0.0123511,-0.0092981,-0.0093658
0.01,0.99,0.05,0.1,0.206029,0.312057,0.305498,0.410997,-1.550821,-1.515133,1.670270,1.728852,0.04150716189,0.51038,0.05637456596,0.51409,-1.57042,0.17216,1.74125,0.85085,0.01315,0.00968,0.02283,-0.00082,-0.001633,-0.000819,-0.0016374,0.0117950,0.0118809,-0.0090131,-0.0090787
0.01,0.99,0.05,0.1,0.207661,0.315323,0.307136,0.414271,-1.574411,-1.538895,1.688297,1.747009,0.04191534029,0.51048,0.05678390589,0.51419,-1.59499,0.16868,1.76014,0.85323,0.01259,0.00935,0.02194,-0.00080,-0.001598,-0.000801,-0.0016029,0.0113591,0.0114418,-0.0087436,-0.0088072
0.01,0.99,0.05,0.1,0.209259,0.318519,0.308738,0.417477,-1.597129,-1.561778,1.705784,1.764624,0.04231486095,0.51058,0.0571846248,0.51429,-1.61867,0.16539,1.77847,0.85551,0.01207,0.00904,0.02112,-0.00078,-0.001565,-0.000785,-0.0015696,0.0109514,0.0110311,-0.0084885,-0.0085502
0.01,0.99,0.05,0.1,0.210824,0.321648,0.310308,0.420616,-1.619032,-1.583840,1.722761,1.781724,0.04270603607,0.51067,0.05757702904,0.51439,-1.64151,0.16226,1.79627,0.85769,0.01159,0.00875,0.02034,-0.00077,-0.001533,-0.000769,-0.0015375,0.0105694,0.0106463,-0.0082466,-0.0083066
0.01,0.99,0.05,0.1,0.212357,0.324713,0.311846,0.423691,-1.640171,-1.605133,1.739254,1.798338,0.04308916664,0.51077,0.05796141451,0.51449,-1.66357,0.15928,1.81358,0.85979,0.01114,0.00848,0.01962,-0.00075,-0.001502,-0.000753,-0.0015066,0.0102107,0.0102850,-0.0080171,-0.0080754
0.01,0.99,0.05,0.1,0.213858,0.327716,0.313352,0.426705,-1.660592,-1.625703,1.755288,1.814488,0.04346454204,0.51086,0.05833806615,0.51458,-1.68489,0.15645,1.83041,0.86181,0.01072,0.00822,0.01894,-0.00074,-0.001472,-0.000738,-0.0014768,0.0098736,0.0099454,-0.0077990,-0.0078558
0.01,0.99,0.05,0.1,0.215330,0.330660,0.314829,0.429658,-1.680340,-1.645594,1.770886,1.830200,0.04383244003,0.51096,0.05870725783,0.51467,-1.70552,0.15375,1.84680,0.86375,0.01033,0.00797,0.01830,-0.00072,-0.001443,-0.000724,-0.0014480,0.0095561,0.0096256,-0.0075916,-0.0076468
0.01,0.99,0.05,0.1,0.216773,0.333545,0.316277,0.432554,-1.699452,-1.664845,1.786069,1.845494,0.0441931268,0.51105,0.05906925234,0.51476,-1.72550,0.15116,1.86276,0.86562,0.00996,0.00774,0.01770,-0.00071,-0.001415,-0.000710,-0.0014202,0.0092567,0.0093240,-0.0073941,-0.0074479
0.01,0.99,0.05,0.1,0.218187,0.336375,0.317697,0.435394,-1.717965,-1.683493,1.800858,1.860389,0.04454685717,0.51113,0.05942430152,0.51485,-1.74486,0.14870,1.87831,0.86742,0.00962,0.00751,0.01713,-0.00069,-0.001388,-0.000697,-0.0013934,0.0089740,0.0090393,-0.0072059,-0.0072582
0.01,0.99,0.05,0.1,0.219575,0.339151,0.319091,0.438181,-1.735913,-1.701572,1.815269,1.874906,0.04489387489,0.51122,0.05977264654,0.51494,-1.76364,0.14633,1.89347,0.86915,0.00929,0.00730,0.01660,-0.00068,-0.001362,-0.000684,-0.0013675,0.0087067,0.0087700,-0.0070262,-0.0070773
0.01,0.99,0.05,0.1,0.220938,0.341875,0.320458,0.440916,-1.753327,-1.719112,1.829322,1.889061,0.045234413,0.51131,0.06011451813,0.51502,-1.78187,0.14407,1.90826,0.87082,0.00899,0.00710,0.01609,-0.00067,-0.001337,-0.000671,-0.0013425,0.0084535,0.0085150,-0.0068547,-0.0069045
0.01,0.99,0.05,0.1,0.222275,0.344550,0.321801,0.443601,-1.770234,-1.736142,1.843031,1.902870,0.04556869421,0.51139,0.06045013698,0.51511,-1.79958,0.14190,1.92269,0.87244,0.00870,0.00691,0.01561,-0.00066,-0.001313,-0.000659,-0.0013183,0.0082135,0.0082732,-0.0066907,-0.0067394
0.01,0.99,0.05,0.1,0.223588,0.347175,0.323119,0.446238,-1.786661,-1.752688,1.856413,1.916348,0.04589693128,0.51147,0.06077971412,0.51519,-1.81680,0.13982,1.93679,0.87400,0.00843,0.00673,0.01515,-0.00064,-0.001290,-0.000647,-0.0012949,0.0079857,0.0080438,-0.0065339,-0.0065814
0.01,0.99,0.05,0.1,0.224877,0.349755,0.324414,0.448828,-1.802632,-1.768776,1.869480,1.929511,0.04621932751,0.51155,0.06110345128,0.51527,-1.83354,0.13782,1.95056,0.87551,0.00817,0.00655,0.01472,-0.00063,-0.001267,-0.000636,-0.0012724,0.0077693,0.0078258,-0.0063837,-0.0064301
0.01,0.99,0.05,0.1,0.226144,0.352289,0.325686,0.451372,-1.818171,-1.784427,1.882248,1.942371,0.0465360771,0.51163,0.06142154131,0.51535,-1.84984,0.13589,1.96402,0.87697,0.00792,0.00639,0.01431,-0.00062,-0.001245,-0.000625,-0.0012505,0.0075634,0.0076184,-0.0062397,-0.0062851
0.01,0.99,0.05,0.1,0.227389,0.354779,0.326937,0.453873,-1.833298,-1.799664,1.894727,1.954941,0.04684736559,0.51171,0.06173416856,0.51543,-1.86571,0.13404,1.97718,0.87838,0.00769,0.00623,0.01392,-0.00061,-0.001224,-0.000615,-0.0012294,0.0073673,0.0074208,-0.0061017,-0.0061460
0.01,0.99,0.05,0.1,0.228613,0.357227,0.328166,0.456332,-1.848032,-1.814505,1.906931,1.967233,0.04715337031,0.51179,0.06204150929,0.51551,-1.88118,0.13225,1.99006,0.87975,0.00747,0.00608,0.01355,-0.00060,-0.001204,-0.000604,-0.0012089,0.0071804,0.0072325,-0.0059692,-0.0060126
0.01,0.99,0.05,0.1,0.229817,0.359634,0.329375,0.458750,-1.862393,-1.828971,1.918869,1.979259,0.04745426072,0.51186,0.06234373207,0.51558,-1.89627,0.13053,2.00266,0.88108,0.00726,0.00593,0.01320,-0.00059,-0.001184,-0.000595,-0.0011891,0.0070020,0.0070529,-0.0058419,-0.0058844
0.01,0.99,0.05,0.1,0.231001,0.362002,0.330564,0.461128,-1.876397,-1.843076,1.930553,1.991027,0.04775019883,0.51194,0.0626409981,0.51566,-1.91099,0.12887,2.01500,0.88236,0.00707,0.00579,0.01286,-0.00058,-0.001165,-0.000585,-0.0011699,0.0068316,0.0068813,-0.0057196,-0.0057612
0.01,0.99,0.05,0.1,0.232165,0.364331,0.331734,0.463468,-1.890060,-1.856839,1.941992,2.002550,0.04804133961,0.51201,0.06293346163,0.51573,-1.92535,0.12727,2.02709,0.88361,0.00688,0.00566,0.01253,-0.00057,-0.001146,-0.000576,-0.0011512,0.0066687,0.0067172,-0.0056020,-0.0056427
0.01,0.99,0.05,0.1,0.233311,0.366623,0.332885,0.465770,-1.903397,-1.870273,1.953196,2.013835,0.04832783126,0.51208,0.06322127027,0.51580,-1.93938,0.12572,2.03893,0.88482,0.00670,0.00553,0.01223,-0.00056,-0.001128,-0.000567,-0.0011332,0.0065129,0.0065602,-0.0054887,-0.0055286
0.01,0.99,0.05,0.1,0.234439,0.368879,0.334018,0.468037,-1.916423,-1.883394,1.964173,2.024892,0.04860981564,0.51215,0.06350456533,0.51587,-1.95308,0.12422,2.05053,0.88600,0.00652,0.00541,0.01193,-0.00056,-0.001110,-0.000558,-0.0011157,0.0063637,0.0064099,-0.0053797,-0.0054188
0.01,0.99,0.05,0.1,0.235550,0.371099,0.335134,0.470268,-1.929151,-1.896213,1.974933,2.035730,0.04888742853,0.51222,0.06378348214,0.51594,-1.96648,0.12277,2.06191,0.88715,0.00636,0.00529,0.01165,-0.00055,-0.001093,-0.000549,-0.0010987,0.0062207,0.0062659,-0.0052746,-0.0053129
0.01,0.99,0.05,0.1,0.236643,0.373286,0.336233,0.472465,-1.941592,-1.908745,1.985482,2.046356,0.04916079998,0.51229,0.06405815034,0.51601,-1.97958,0.12136,2.07308,0.88826,0.00620,0.00518,0.01138,-0.00054,-0.001077,-0.000541,-0.0010822,0.0060835,0.0061277,-0.0051733,-0.0052108
